Order_ID,Order_Date,Ship_Date,Month,Quarter,Year,Region,City,Segment,Category,Sub_Category,Product,Quantity,Sales,Discount,Profit
ORD-2195,2023-09-01,2023-09-03,September,Q3,2023,South,South City 2,Corporate,Office Supplies,Pens,Marker Set,1,1244,0.1,242
ORD-2196,2023-10-31,2023-11-04,October,Q4,2023,South,South City 1,Home Office,Technology,Laptops,Acer Aspire,7,376712,0.15,86201
ORD-2197,2023-11-29,2023-12-01,November,Q4,2023,South,South City 2,Corporate,Furniture,Bookcases,Wall Bookcase,9,200682,0,45801
ORD-2198,2022-01-30,2022-02-04,January,Q1,2022,South,South City 1,Consumer,Technology,Phones,Samsung Galaxy,8,474888,0.2,81278
ORD-2199,2022-03-06,2022-03-07,March,Q1,2022,North,North City 3,Consumer,Furniture,Bookcases,Wall Bookcase,5,136870,0.1,24289
ORD-2200,2023-11-22,2023-11-27,November,Q4,2023,West,West City 1,Corporate,Furniture,Chairs,Office Chair Pro,1,11317,0.15,2423
ORD-2201,2023-12-24,2023-12-28,December,Q4,2023,South,South City 3,Consumer,Office Supplies,Paper,A4 Paper 500,4,9308,0,2319
ORD-2202,2023-01-02,2023-01-05,January,Q1,2023,West,West City 5,Consumer,Office Supplies,Paper,A4 Paper 500,3,4947,0,1590
ORD-2203,2023-01-22,2023-01-28,January,Q1,2023,East,East City 1,Home Office,Office Supplies,Binders,File Folder,6,15684,0.05,3205
ORD-2204,2023-02-13,2023-02-16,February,Q1,2023,South,South City 5,Consumer,Office Supplies,Binders,Spiral Binder,14,3248,0.15,267
ORD-2205,2022-03-23,2022-03-26,March,Q1,2022,West,West City 4,Corporate,Office Supplies,Paper,A3 Paper 250,11,5962,0,1730
ORD-2206,2023-09-12,2023-09-19,September,Q3,2023,East,East City 4,Consumer,Furniture,Chairs,Office Chair Pro,9,217062,0.1,57303
ORD-2207,2022-06-14,2022-06-19,June,Q2,2022,South,South City 1,Home Office,Furniture,Bookcases,5-Shelf Bookcase,12,306444,0.05,99844
ORD-2208,2022-02-11,2022-02-18,February,Q1,2022,East,East City 4,Corporate,Technology,Laptops,Dell Inspiron,4,45976,0.1,15576
ORD-2209,2022-06-25,2022-06-26,June,Q2,2022,North,North City 5,Consumer,Office Supplies,Binders,Ring Binder,8,3320,0.1,954
ORD-2210,2022-01-12,2022-01-16,January,Q1,2022,North,North City 6,Home Office,Office Supplies,Pens,Gel Pen Set,5,2670,0,935
ORD-2211,2023-10-16,2023-10-21,October,Q4,2023,South,South City 6,Consumer,Furniture,Tables,Foldable Table,4,114216,0.05,38349
ORD-2212,2023-04-10,2023-04-12,April,Q2,2023,North,North City 3,Corporate,Office Supplies,Binders,Ring Binder,11,15059,0.05,3807
ORD-2213,2023-08-08,2023-08-10,August,Q3,2023,North,North City 1,Corporate,Office Supplies,Pens,Gel Pen Set,11,11220,0.1,1178
ORD-2214,2022-08-30,2022-09-03,August,Q3,2022,West,West City 5,Home Office,Technology,Phones,Samsung Galaxy,12,650388,0.1,163552
ORD-2215,2022-03-08,2022-03-11,March,Q1,2022,East,East City 2,Consumer,Technology,Phones,Realme 10,10,543930,0.05,159693
ORD-2216,2023-03-28,2023-03-30,March,Q1,2023,East,East City 6,Consumer,Office Supplies,Pens,Gel Pen Set,14,5054,0.1,1261
ORD-2217,2023-03-04,2023-03-11,March,Q1,2023,East,East City 3,Home Office,Technology,Laptops,Dell Inspiron,8,101432,0.05,10139
ORD-2218,2023-03-28,2023-04-04,March,Q1,2023,West,West City 2,Corporate,Technology,Phones,Vivo V25,13,161330,0.1,35002
ORD-2219,2022-09-12,2022-09-16,September,Q3,2022,West,West City 6,Home Office,Technology,Phones,Samsung Galaxy,10,166290,0,62354
ORD-2220,2022-03-06,2022-03-08,March,Q1,2022,West,West City 5,Home Office,Furniture,Chairs,Study Chair,2,50812,0,12162
ORD-2221,2022-11-02,2022-11-09,November,Q4,2022,West,West City 5,Consumer,Office Supplies,Binders,File Folder,9,2205,0.1,536
ORD-2222,2023-10-22,2023-10-26,October,Q4,2023,East,East City 6,Home Office,Office Supplies,Pens,Marker Set,2,452,0.2,53
ORD-2223,2023-09-22,2023-09-29,September,Q3,2023,East,East City 4,Consumer,Technology,Phones,Realme 10,12,351648,0.2,73838
ORD-2224,2022-06-13,2022-06-14,June,Q2,2022,East,East City 2,Corporate,Office Supplies,Binders,Document Sleeve,15,3330,0.15,490
ORD-2225,2022-08-31,2022-09-07,August,Q3,2022,North,North City 2,Corporate,Furniture,Chairs,Office Chair Pro,1,29406,0.2,3760
ORD-2226,2022-09-28,2022-10-03,September,Q3,2022,West,West City 5,Consumer,Furniture,Bookcases,3-Shelf Bookcase,4,83380,0.2,11723
ORD-2227,2023-09-14,2023-09-18,September,Q3,2023,West,West City 6,Corporate,Office Supplies,Paper,Carbon Paper,15,26655,0,2485
ORD-2228,2023-07-01,2023-07-02,July,Q3,2023,North,North City 1,Home Office,Furniture,Bookcases,3-Shelf Bookcase,11,167024,0,39265
ORD-2229,2022-09-17,2022-09-19,September,Q3,2022,South,South City 4,Consumer,Furniture,Chairs,Executive Chair,7,136416,0.1,23133
ORD-2230,2023-06-20,2023-06-23,June,Q2,2023,East,East City 1,Consumer,Furniture,Tables,Foldable Table,7,90398,0.05,29151
ORD-2231,2023-01-30,2023-02-02,January,Q1,2023,East,East City 3,Consumer,Office Supplies,Pens,Highlighter Pack,6,8070,0.1,1851
ORD-2232,2022-08-24,2022-08-30,August,Q3,2022,East,East City 4,Consumer,Technology,Phones,iPhone 14,4,219996,0.15,37888
ORD-2233,2023-03-20,2023-03-24,March,Q1,2023,West,West City 1,Corporate,Furniture,Chairs,Study Chair,15,264780,0.05,73187
ORD-2234,2023-09-21,2023-09-28,September,Q3,2023,West,West City 5,Consumer,Technology,Accessories,Headset,2,87658,0.2,21785
ORD-2235,2022-11-04,2022-11-10,November,Q4,2022,East,East City 5,Corporate,Office Supplies,Paper,A4 Paper 500,15,21870,0.2,5238
ORD-2236,2022-07-27,2022-08-03,July,Q3,2022,West,West City 6,Corporate,Technology,Accessories,Mouse,6,190812,0.2,15594
ORD-2237,2022-04-23,2022-04-29,April,Q2,2022,West,West City 6,Consumer,Office Supplies,Pens,Marker Set,5,2960,0,538
ORD-2238,2023-07-14,2023-07-15,July,Q3,2023,South,South City 5,Home Office,Furniture,Chairs,Gaming Chair,12,181476,0.15,38471
ORD-2239,2023-02-23,2023-02-28,February,Q1,2023,North,North City 4,Consumer,Office Supplies,Binders,Document Sleeve,4,11532,0,2519
ORD-2240,2022-02-22,2022-02-24,February,Q1,2022,East,East City 6,Home Office,Technology,Laptops,Acer Aspire,3,99093,0.05,23146
ORD-2241,2023-05-23,2023-05-29,May,Q2,2023,East,East City 5,Consumer,Technology,Phones,iPhone 14,2,22164,0.1,5211
ORD-2242,2022-06-04,2022-06-07,June,Q2,2022,North,North City 3,Consumer,Office Supplies,Binders,Spiral Binder,9,13653,0.05,1566
ORD-2243,2023-11-22,2023-11-27,November,Q4,2023,East,East City 3,Corporate,Technology,Laptops,Lenovo ThinkPad,1,37403,0.15,9218
ORD-2244,2022-01-20,2022-01-23,January,Q1,2022,North,North City 1,Home Office,Furniture,Chairs,Executive Chair,12,81516,0.1,6335
ORD-2245,2023-01-29,2023-02-05,January,Q1,2023,South,South City 3,Consumer,Office Supplies,Binders,Ring Binder,4,5364,0.1,660
ORD-2246,2022-11-23,2022-11-24,November,Q4,2022,East,East City 5,Consumer,Technology,Accessories,Headset,9,237915,0.05,64706
ORD-2247,2023-05-10,2023-05-14,May,Q2,2023,East,East City 4,Consumer,Office Supplies,Binders,Spiral Binder,10,8460,0.2,1996
ORD-2248,2023-08-06,2023-08-09,August,Q3,2023,East,East City 5,Corporate,Office Supplies,Binders,Spiral Binder,13,36166,0.2,5496
ORD-2249,2022-03-31,2022-04-01,March,Q1,2022,North,North City 6,Corporate,Office Supplies,Binders,Spiral Binder,10,8550,0,1387
ORD-2250,2023-02-25,2023-03-04,February,Q1,2023,West,West City 3,Consumer,Furniture,Bookcases,Wall Bookcase,7,166838,0.15,33771
ORD-2251,2022-11-19,2022-11-23,November,Q4,2022,South,South City 6,Home Office,Furniture,Chairs,Office Chair Pro,10,31130,0.15,3241
ORD-2252,2023-12-25,2023-12-30,December,Q4,2023,East,East City 3,Home Office,Technology,Phones,iPhone 14,12,239040,0.2,70915
ORD-2253,2023-03-27,2023-03-30,March,Q1,2023,West,West City 2,Home Office,Technology,Laptops,Acer Aspire,7,371294,0.15,104095
ORD-2254,2023-06-29,2023-07-05,June,Q2,2023,West,West City 2,Consumer,Office Supplies,Pens,Ball Pen Pack,3,5763,0.1,498
ORD-2255,2023-11-02,2023-11-05,November,Q4,2023,West,West City 2,Consumer,Office Supplies,Binders,Document Sleeve,12,21960,0,2004
ORD-2256,2023-10-14,2023-10-16,October,Q4,2023,West,West City 1,Corporate,Office Supplies,Binders,Document Sleeve,8,9616,0.15,706
ORD-2257,2023-04-03,2023-04-09,April,Q2,2023,West,West City 1,Consumer,Office Supplies,Paper,Glossy Paper,10,14930,0.2,4148
ORD-2258,2022-08-09,2022-08-13,August,Q3,2022,West,West City 1,Consumer,Technology,Accessories,Keyboard,14,192122,0.05,69237
ORD-2259,2022-05-20,2022-05-24,May,Q2,2022,East,East City 1,Home Office,Furniture,Bookcases,5-Shelf Bookcase,5,23950,0.2,5132
ORD-2260,2022-04-29,2022-04-30,April,Q2,2022,South,South City 4,Consumer,Office Supplies,Binders,File Folder,7,7903,0,1360
ORD-2261,2023-06-18,2023-06-22,June,Q2,2023,North,North City 5,Consumer,Office Supplies,Paper,Glossy Paper,14,17094,0.1,3942
ORD-2262,2023-10-22,2023-10-27,October,Q4,2023,North,North City 3,Corporate,Furniture,Tables,Standing Desk,6,174174,0.15,40114
ORD-2263,2022-10-22,2022-10-29,October,Q4,2022,East,East City 1,Consumer,Technology,Accessories,Headset,5,194575,0.1,40252
ORD-2264,2022-04-19,2022-04-23,April,Q2,2022,South,South City 5,Home Office,Technology,Laptops,HP Pavilion,11,584936,0.2,54895
ORD-2265,2022-09-04,2022-09-10,September,Q3,2022,North,North City 1,Corporate,Furniture,Bookcases,Mini Bookcase,11,293678,0.15,47755
ORD-2266,2023-06-11,2023-06-17,June,Q2,2023,West,West City 4,Home Office,Technology,Accessories,Webcam,3,108864,0.2,10620
ORD-2267,2022-02-26,2022-03-03,February,Q1,2022,East,East City 1,Consumer,Furniture,Tables,Corner Desk,2,30110,0.2,5988
ORD-2268,2023-08-19,2023-08-24,August,Q3,2023,South,South City 6,Corporate,Furniture,Chairs,Mesh Chair,3,77145,0.05,12744
ORD-2269,2022-10-05,2022-10-08,October,Q4,2022,South,South City 3,Home Office,Furniture,Bookcases,Wall Bookcase,14,178976,0.05,33935
ORD-2270,2022-04-06,2022-04-11,April,Q2,2022,North,North City 3,Consumer,Technology,Accessories,Webcam,1,24774,0.2,5851
ORD-2271,2022-11-13,2022-11-16,November,Q4,2022,West,West City 3,Consumer,Furniture,Chairs,Mesh Chair,2,15284,0.1,3661
ORD-2272,2023-08-03,2023-08-07,August,Q3,2023,South,South City 5,Corporate,Furniture,Bookcases,Wall Bookcase,6,84666,0.05,21525
ORD-2273,2023-03-10,2023-03-13,March,Q1,2023,East,East City 2,Corporate,Technology,Laptops,Asus VivoBook,4,128232,0.1,28732
ORD-2274,2023-03-11,2023-03-14,March,Q1,2023,East,East City 1,Consumer,Furniture,Chairs,Study Chair,4,69540,0.2,11646
ORD-2275,2023-06-19,2023-06-23,June,Q2,2023,South,South City 5,Corporate,Technology,Laptops,Asus VivoBook,3,38784,0.05,11022
ORD-2276,2022-01-11,2022-01-15,January,Q1,2022,North,North City 6,Consumer,Technology,Laptops,Asus VivoBook,9,436059,0.15,61048
ORD-2277,2022-08-09,2022-08-15,August,Q3,2022,West,West City 6,Home Office,Furniture,Chairs,Gaming Chair,12,294804,0.15,69430
ORD-2278,2023-06-27,2023-07-02,June,Q2,2023,West,West City 3,Home Office,Furniture,Chairs,Gaming Chair,1,10582,0.05,823
ORD-2279,2022-08-27,2022-08-29,August,Q3,2022,West,West City 2,Consumer,Office Supplies,Binders,Ring Binder,8,5128,0.2,1275
ORD-2280,2023-06-02,2023-06-08,June,Q2,2023,East,East City 5,Home Office,Furniture,Chairs,Executive Chair,3,86880,0,11427
ORD-2281,2023-07-13,2023-07-16,July,Q3,2023,West,West City 5,Home Office,Office Supplies,Pens,Marker Set,1,2546,0.05,477
ORD-2282,2022-04-03,2022-04-04,April,Q2,2022,South,South City 3,Home Office,Office Supplies,Binders,Spiral Binder,9,26001,0.05,3639
ORD-2283,2022-01-02,2022-01-07,January,Q1,2022,East,East City 2,Corporate,Furniture,Tables,Conference Table,13,327587,0.05,54739
ORD-2284,2022-08-01,2022-08-02,August,Q3,2022,East,East City 4,Home Office,Furniture,Chairs,Study Chair,6,171624,0.05,57422
ORD-2285,2023-04-23,2023-04-26,April,Q2,2023,East,East City 4,Corporate,Technology,Accessories,Keyboard,2,118656,0.05,34606
ORD-2286,2023-04-09,2023-04-13,April,Q2,2023,West,West City 1,Consumer,Office Supplies,Pens,Gel Pen Set,9,16776,0.05,1559
ORD-2287,2022-08-14,2022-08-19,August,Q3,2022,West,West City 6,Corporate,Furniture,Chairs,Study Chair,2,41890,0.2,10783
ORD-2288,2023-10-23,2023-10-29,October,Q4,2023,South,South City 5,Corporate,Technology,Phones,Realme 10,14,424858,0.05,111894
ORD-2289,2022-06-25,2022-06-28,June,Q2,2022,East,East City 5,Corporate,Office Supplies,Paper,A4 Paper 500,10,27210,0.2,4912
ORD-2290,2022-12-24,2022-12-31,December,Q4,2022,East,East City 4,Home Office,Technology,Accessories,Webcam,14,760606,0,260725
ORD-2291,2023-12-27,2023-12-30,December,Q4,2023,North,North City 5,Corporate,Office Supplies,Binders,Spiral Binder,12,11640,0.2,2937
ORD-2292,2023-04-30,2023-05-02,April,Q2,2023,West,West City 4,Consumer,Furniture,Tables,Study Table,6,110100,0.05,10650
ORD-2293,2023-07-12,2023-07-13,July,Q3,2023,North,North City 1,Home Office,Office Supplies,Paper,Glossy Paper,7,7420,0.05,677
ORD-2294,2023-05-01,2023-05-02,May,Q2,2023,North,North City 3,Consumer,Technology,Accessories,USB Hub,4,126476,0.1,39166
ORD-2295,2022-08-04,2022-08-07,August,Q3,2022,East,East City 6,Home Office,Office Supplies,Paper,Glossy Paper,7,2114,0,729
ORD-2296,2022-07-26,2022-08-01,July,Q3,2022,South,South City 6,Consumer,Technology,Laptops,Acer Aspire,6,230940,0.2,27266
ORD-2297,2023-04-29,2023-05-02,April,Q2,2023,South,South City 4,Corporate,Office Supplies,Paper,Carbon Paper,14,10724,0,3904
ORD-2298,2023-12-22,2023-12-28,December,Q4,2023,North,North City 5,Home Office,Furniture,Chairs,Executive Chair,5,146965,0.2,13156
ORD-2299,2022-01-09,2022-01-16,January,Q1,2022,East,East City 2,Corporate,Furniture,Chairs,Office Chair Pro,2,49754,0.15,7331
ORD-2300,2023-02-06,2023-02-13,February,Q1,2023,North,North City 5,Consumer,Furniture,Bookcases,3-Shelf Bookcase,11,293898,0,28544
